Airfoil,Re,Alpha,CL,CD,CDp,CM,Xtr_top,Xtr_bottom
naca2412,36101.335223327726,-19.0,-0.4249,0.20192,0.19269,0.0029,1.0,0.186
naca2412,36101.335223327726,-18.0,-0.4059,0.1924,0.18311,-0.0007,1.0,0.2041
naca2412,36101.335223327726,-17.0,-0.3884,0.18349,0.17415,-0.0039,1.0,0.2233
naca2412,36101.335223327726,-16.0,-0.3831,0.17878,0.1694,-0.0068,1.0,0.2456
naca2412,36101.335223327726,-15.0,-0.3567,0.16636,0.15697,-0.009,1.0,0.2697
naca2412,36101.335223327726,-11.0,-0.297,0.12932,0.11993,-0.0107,1.0,0.4234
naca2412,36101.335223327726,-7.0,-0.2692,0.08339,0.0734,0.0061,1.0,0.7291
naca2412,36101.335223327726,-5.0,-0.4903,0.04457,0.03431,-0.0228,1.0,0.3074
naca2412,36101.335223327726,-4.0,-0.4182,0.03554,0.0246,-0.0191,1.0,0.3863
naca2412,36101.335223327726,-1.0,-0.115,0.0261,0.0143,-0.0163,1.0,1.0
naca2412,36101.335223327726,0.0,-0.0555,0.02786,0.0152,-0.0138,1.0,1.0
naca2412,36101.335223327726,1.0,0.0082,0.0307,0.01749,-0.0131,1.0,1.0
naca2412,36101.335223327726,2.0,0.0717,0.03454,0.021,-0.0137,1.0,1.0
naca2412,36101.335223327726,3.0,0.1389,0.03952,0.02585,-0.0163,0.9971,1.0
naca2412,36101.335223327726,4.0,0.3125,0.04843,0.03495,-0.038,0.9149,1.0
naca2412,36101.335223327726,5.0,0.4363,0.05628,0.04318,-0.0482,0.8345,1.0
naca2412,36101.335223327726,6.0,0.5561,0.06424,0.05171,-0.0546,0.7457,1.0
naca2412,36101.335223327726,7.0,0.6288,0.07261,0.06065,-0.0537,0.6533,1.0
naca2412,36101.335223327726,8.0,0.7132,0.08059,0.06933,-0.0501,0.5444,1.0
naca2412,36101.335223327726,11.0,0.7235,0.13042,0.11988,-0.0513,0.3968,1.0
naca2412,36101.335223327726,13.0,0.7094,0.16718,0.15682,-0.0662,0.4548,1.0
naca2412,36101.335223327726,14.0,0.7387,0.18194,0.1717,-0.0691,0.4136,1.0
naca2412,36101.335223327726,15.0,0.7705,0.19599,0.18584,-0.0725,0.373,1.0
naca2412,36101.335223327726,16.0,0.815,0.21411,0.20411,-0.0763,0.3377,1.0
naca2412,36101.335223327726,17.0,0.8447,0.22727,0.21731,-0.0811,0.3064,1.0
naca2412,36101.335223327726,18.0,0.8658,0.23619,0.22625,-0.0875,0.2788,1.0
naca2412,36101.335223327726,19.0,0.897,0.24882,0.23891,-0.094,0.2546,1.0
naca2412,36101.335223327726,21.0,0.9663,0.27617,0.26642,-0.1076,0.2118,1.0
naca2412,36101.335223327726,22.0,0.9945,0.28551,0.27581,-0.1162,0.1924,1.0
naca2412,36101.335223327726,23.0,1.0265,0.29729,0.28767,-0.1245,0.1764,1.0
naca2412,36101.335223327726,24.0,1.0582,0.30885,0.29932,-0.1331,0.1612,1.0
naca2412,36101.335223327726,25.0,1.0894,0.32059,0.31115,-0.142,0.1494,1.0
naca2412,36101.335223327726,26.0,1.1211,0.33334,0.324,-0.1508,0.1377,1.0
naca2412,36101.335223327726,27.0,1.1579,0.35485,0.34568,-0.1576,0.1258,1.0
naca2412,36101.335223327726,28.0,1.1784,0.35314,0.34403,-0.1705,0.1163,1.0
naca2412,36101.335223327726,29.0,1.2059,0.36394,0.35495,-0.1806,0.1094,1.0
naca2412,36101.335223327726,30.0,1.2356,0.37922,0.37044,-0.1889,0.1001,1.0
naca2412,36946.5180987848,-19.0,-0.4249,0.20192,0.19269,0.0029,1.0,0.186
naca2412,36946.5180987848,-18.0,-0.4059,0.1924,0.18311,-0.0007,1.0,0.2041
naca2412,36946.5180987848,-17.0,-0.3884,0.18349,0.17415,-0.0039,1.0,0.2233
naca2412,36946.5180987848,-16.0,-0.3831,0.17878,0.1694,-0.0068,1.0,0.2456
naca2412,36946.5180987848,-15.0,-0.3567,0.16636,0.15697,-0.009,1.0,0.2697
naca2412,36946.5180987848,-11.0,-0.297,0.12932,0.11993,-0.0107,1.0,0.4234
naca2412,36946.5180987848,-7.0,-0.2692,0.08339,0.0734,0.0061,1.0,0.7291
naca2412,36946.5180987848,-5.0,-0.4903,0.04457,0.03431,-0.0228,1.0,0.3074
naca2412,36946.5180987848,-4.0,-0.4182,0.03554,0.0246,-0.0191,1.0,0.3863
naca2412,36946.5180987848,-1.0,-0.115,0.0261,0.0143,-0.0163,1.0,1.0
naca2412,36946.5180987848,0.0,-0.0555,0.02786,0.0152,-0.0138,1.0,1.0
naca2412,36946.5180987848,1.0,0.0082,0.0307,0.01749,-0.0131,1.0,1.0
naca2412,36946.5180987848,2.0,0.0717,0.03454,0.021,-0.0137,1.0,1.0
naca2412,36946.5180987848,3.0,0.1389,0.03952,0.02585,-0.0163,0.9971,1.0
naca2412,36946.5180987848,4.0,0.3125,0.04843,0.03495,-0.038,0.9149,1.0
naca2412,36946.5180987848,5.0,0.4363,0.05628,0.04318,-0.0482,0.8345,1.0
naca2412,36946.5180987848,6.0,0.5561,0.06424,0.05171,-0.0546,0.7457,1.0
naca2412,36946.5180987848,7.0,0.6288,0.07261,0.06065,-0.0537,0.6533,1.0
naca2412,36946.5180987848,8.0,0.7132,0.08059,0.06933,-0.0501,0.5444,1.0
naca2412,36946.5180987848,11.0,0.7235,0.13042,0.11988,-0.0513,0.3968,1.0
naca2412,36946.5180987848,13.0,0.7094,0.16718,0.15682,-0.0662,0.4548,1.0
naca2412,36946.5180987848,14.0,0.7387,0.18194,0.1717,-0.0691,0.4136,1.0
naca2412,36946.5180987848,15.0,0.7705,0.19599,0.18584,-0.0725,0.373,1.0
naca2412,36946.5180987848,16.0,0.815,0.21411,0.20411,-0.0763,0.3377,1.0
naca2412,36946.5180987848,17.0,0.8447,0.22727,0.21731,-0.0811,0.3064,1.0
naca2412,36946.5180987848,18.0,0.8658,0.23619,0.22625,-0.0875,0.2788,1.0
naca2412,36946.5180987848,19.0,0.897,0.24882,0.23891,-0.094,0.2546,1.0
naca2412,36946.5180987848,21.0,0.9663,0.27617,0.26642,-0.1076,0.2118,1.0
naca2412,36946.5180987848,22.0,0.9945,0.28551,0.27581,-0.1162,0.1924,1.0
naca2412,36946.5180987848,23.0,1.0265,0.29729,0.28767,-0.1245,0.1764,1.0
naca2412,36946.5180987848,24.0,1.0582,0.30885,0.29932,-0.1331,0.1612,1.0
naca2412,36946.5180987848,25.0,1.0894,0.32059,0.31115,-0.142,0.1494,1.0
naca2412,36946.5180987848,26.0,1.1211,0.33334,0.324,-0.1508,0.1377,1.0
naca2412,36946.5180987848,27.0,1.1579,0.35485,0.34568,-0.1576,0.1258,1.0
naca2412,36946.5180987848,28.0,1.1784,0.35314,0.34403,-0.1705,0.1163,1.0
naca2412,36946.5180987848,29.0,1.2059,0.36394,0.35495,-0.1806,0.1094,1.0
naca2412,36946.5180987848,30.0,1.2356,0.37922,0.37044,-0.1889,0.1001,1.0
naca2412,37811.487890391836,-19.0,-0.4249,0.20192,0.19269,0.0029,1.0,0.186
naca2412,37811.487890391836,-18.0,-0.4059,0.1924,0.18311,-0.0007,1.0,0.2041
naca2412,37811.487890391836,-17.0,-0.3884,0.18349,0.17415,-0.0039,1.0,0.2233
naca2412,37811.487890391836,-16.0,-0.3831,0.17878,0.1694,-0.0068,1.0,0.2456
naca2412,37811.487890391836,-15.0,-0.3567,0.16636,0.15697,-0.009,1.0,0.2697
naca2412,37811.487890391836,-11.0,-0.297,0.12932,0.11993,-0.0107,1.0,0.4234
naca2412,37811.487890391836,-7.0,-0.2692,0.08339,0.0734,0.0061,1.0,0.7291
naca2412,37811.487890391836,-5.0,-0.4903,0.04457,0.03431,-0.0228,1.0,0.3074
naca2412,37811.487890391836,-4.0,-0.4182,0.03554,0.0246,-0.0191,1.0,0.3863
naca2412,37811.487890391836,-1.0,-0.115,0.0261,0.0143,-0.0163,1.0,1.0
naca2412,37811.487890391836,0.0,-0.0555,0.02786,0.0152,-0.0138,1.0,1.0
naca2412,37811.487890391836,1.0,0.0082,0.0307,0.01749,-0.0131,1.0,1.0
naca2412,37811.487890391836,2.0,0.0717,0.03454,0.021,-0.0137,1.0,1.0
naca2412,37811.487890391836,3.0,0.1389,0.03952,0.02585,-0.0163,0.9971,1.0
naca2412,37811.487890391836,4.0,0.3125,0.04843,0.03495,-0.038,0.9149,1.0
naca2412,37811.487890391836,5.0,0.4363,0.05628,0.04318,-0.0482,0.8345,1.0
naca2412,37811.487890391836,6.0,0.5561,0.06424,0.05171,-0.0546,0.7457,1.0
naca2412,37811.487890391836,7.0,0.6288,0.07261,0.06065,-0.0537,0.6533,1.0
naca2412,37811.487890391836,8.0,0.7132,0.08059,0.06933,-0.0501,0.5444,1.0
naca2412,37811.487890391836,11.0,0.7235,0.13042,0.11988,-0.0513,0.3968,1.0
naca2412,37811.487890391836,13.0,0.7094,0.16718,0.15682,-0.0662,0.4548,1.0
naca2412,37811.487890391836,14.0,0.7387,0.18194,0.1717,-0.0691,0.4136,1.0
naca2412,37811.487890391836,15.0,0.7705,0.19599,0.18584,-0.0725,0.373,1.0
naca2412,37811.487890391836,16.0,0.815,0.21411,0.20411,-0.0763,0.3377,1.0
naca2412,37811.487890391836,17.0,0.8447,0.22727,0.21731,-0.0811,0.3064,1.0
naca2412,37811.487890391836,18.0,0.8658,0.23619,0.22625,-0.0875,0.2788,1.0
naca2412,37811.487890391836,19.0,0.897,0.24882,0.23891,-0.094,0.2546,1.0
naca2412,37811.487890391836,21.0,0.9663,0.27617,0.26642,-0.1076,0.2118,1.0
naca2412,37811.487890391836,22.0,0.9945,0.28551,0.27581,-0.1162,0.1924,1.0
naca2412,37811.487890391836,23.0,1.0265,0.29729,0.28767,-0.1245,0.1764,1.0
naca2412,37811.487890391836,24.0,1.0582,0.30885,0.29932,-0.1331,0.1612,1.0
naca2412,37811.487890391836,25.0,1.0894,0.32059,0.31115,-0.142,0.1494,1.0
naca2412,37811.487890391836,26.0,1.1211,0.33334,0.324,-0.1508,0.1377,1.0
naca2412,37811.487890391836,27.0,1.1579,0.35485,0.34568,-0.1576,0.1258,1.0
naca2412,37811.487890391836,28.0,1.1784,0.35314,0.34403,-0.1705,0.1163,1.0
naca2412,37811.487890391836,29.0,1.2059,0.36394,0.35495,-0.1806,0.1094,1.0
naca2412,37811.487890391836,30.0,1.2356,0.37922,0.37044,-0.1889,0.1001,1.0
naca2412,38696.70783759926,-19.0,-0.4249,0.20192,0.19269,0.0029,1.0,0.186
naca2412,38696.70783759926,-18.0,-0.4059,0.1924,0.18311,-0.0007,1.0,0.2041
naca2412,38696.70783759926,-17.0,-0.3884,0.18349,0.17415,-0.0039,1.0,0.2233
naca2412,38696.70783759926,-16.0,-0.3831,0.17878,0.1694,-0.0068,1.0,0.2456
naca2412,38696.70783759926,-15.0,-0.3567,0.16636,0.15697,-0.009,1.0,0.2697
naca2412,38696.70783759926,-11.0,-0.297,0.12932,0.11993,-0.0107,1.0,0.4234
naca2412,38696.70783759926,-7.0,-0.2692,0.08339,0.0734,0.0061,1.0,0.7291
naca2412,38696.70783759926,-5.0,-0.4903,0.04457,0.03431,-0.0228,1.0,0.3074
naca2412,38696.70783759926,-4.0,-0.4182,0.03554,0.0246,-0.0191,1.0,0.3863
naca2412,38696.70783759926,-1.0,-0.115,0.0261,0.0143,-0.0163,1.0,1.0
naca2412,38696.70783759926,0.0,-0.0555,0.02786,0.0152,-0.0138,1.0,1.0
naca2412,38696.70783759926,1.0,0.0082,0.0307,0.01749,-0.0131,1.0,1.0
naca2412,38696.70783759926,2.0,0.0717,0.03454,0.021,-0.0137,1.0,1.0
naca2412,38696.70783759926,3.0,0.1389,0.03952,0.02585,-0.0163,0.9971,1.0
naca2412,38696.70783759926,4.0,0.3125,0.04843,0.03495,-0.038,0.9149,1.0
naca2412,38696.70783759926,5.0,0.4363,0.05628,0.04318,-0.0482,0.8345,1.0
naca2412,38696.70783759926,6.0,0.5561,0.06424,0.05171,-0.0546,0.7457,1.0
naca2412,38696.70783759926,7.0,0.6288,0.07261,0.06065,-0.0537,0.6533,1.0
naca2412,38696.70783759926,8.0,0.7132,0.08059,0.06933,-0.0501,0.5444,1.0
naca2412,38696.70783759926,11.0,0.7235,0.13042,0.11988,-0.0513,0.3968,1.0
naca2412,38696.70783759926,13.0,0.7094,0.16718,0.15682,-0.0662,0.4548,1.0
naca2412,38696.70783759926,14.0,0.7387,0.18194,0.1717,-0.0691,0.4136,1.0
naca2412,38696.70783759926,15.0,0.7705,0.19599,0.18584,-0.0725,0.373,1.0
naca2412,38696.70783759926,16.0,0.815,0.21411,0.20411,-0.0763,0.3377,1.0
naca2412,38696.70783759926,17.0,0.8447,0.22727,0.21731,-0.0811,0.3064,1.0
naca2412,38696.70783759926,18.0,0.8658,0.23619,0.22625,-0.0875,0.2788,1.0
naca2412,38696.70783759926,19.0,0.897,0.24882,0.23891,-0.094,0.2546,1.0
naca2412,38696.70783759926,21.0,0.9663,0.27617,0.26642,-0.1076,0.2118,1.0
naca2412,38696.70783759926,22.0,0.9945,0.28551,0.27581,-0.1162,0.1924,1.0
naca2412,38696.70783759926,23.0,1.0265,0.29729,0.28767,-0.1245,0.1764,1.0
naca2412,38696.70783759926,24.0,1.0582,0.30885,0.29932,-0.1331,0.1612,1.0
naca2412,38696.70783759926,25.0,1.0894,0.32059,0.31115,-0.142,0.1494,1.0
naca2412,38696.70783759926,26.0,1.1211,0.33334,0.324,-0.1508,0.1377,1.0
naca2412,38696.70783759926,27.0,1.1579,0.35485,0.34568,-0.1576,0.1258,1.0
naca2412,38696.70783759926,28.0,1.1784,0.35314,0.34403,-0.1705,0.1163,1.0
naca2412,38696.70783759926,29.0,1.2059,0.36394,0.35495,-0.1806,0.1094,1.0
naca2412,38696.70783759926,30.0,1.2356,0.37922,0.37044,-0.1889,0.1001,1.0
naca2412,39602.652024942516,-19.0,-0.4249,0.20192,0.19269,0.0029,1.0,0.186
naca2412,39602.652024942516,-18.0,-0.4059,0.1924,0.18311,-0.0007,1.0,0.2041
naca2412,39602.652024942516,-17.0,-0.3884,0.18349,0.17415,-0.0039,1.0,0.2233
naca2412,39602.652024942516,-16.0,-0.3831,0.17878,0.1694,-0.0068,1.0,0.2456
naca2412,39602.652024942516,-15.0,-0.3567,0.16636,0.15697,-0.009,1.0,0.2697
naca2412,39602.652024942516,-11.0,-0.297,0.12932,0.11993,-0.0107,1.0,0.4234
naca2412,39602.652024942516,-7.0,-0.2692,0.08339,0.0734,0.0061,1.0,0.7291
naca2412,39602.652024942516,-5.0,-0.4903,0.04457,0.03431,-0.0228,1.0,0.3074
naca2412,39602.652024942516,-4.0,-0.4182,0.03554,0.0246,-0.0191,1.0,0.3863
naca2412,39602.652024942516,-1.0,-0.115,0.0261,0.0143,-0.0163,1.0,1.0
naca2412,39602.652024942516,0.0,-0.0555,0.02786,0.0152,-0.0138,1.0,1.0
naca2412,39602.652024942516,1.0,0.0082,0.0307,0.01749,-0.0131,1.0,1.0
naca2412,39602.652024942516,2.0,0.0717,0.03454,0.021,-0.0137,1.0,1.0
naca2412,39602.652024942516,3.0,0.1389,0.03952,0.02585,-0.0163,0.9971,1.0
naca2412,39602.652024942516,4.0,0.3125,0.04843,0.03495,-0.038,0.9149,1.0
naca2412,39602.652024942516,5.0,0.4363,0.05628,0.04318,-0.0482,0.8345,1.0
naca2412,39602.652024942516,6.0,0.5561,0.06424,0.05171,-0.0546,0.7457,1.0
naca2412,39602.652024942516,7.0,0.6288,0.07261,0.06065,-0.0537,0.6533,1.0
naca2412,39602.652024942516,8.0,0.7132,0.08059,0.06933,-0.0501,0.5444,1.0
naca2412,39602.652024942516,11.0,0.7235,0.13042,0.11988,-0.0513,0.3968,1.0
naca2412,39602.652024942516,13.0,0.7094,0.16718,0.15682,-0.0662,0.4548,1.0
naca2412,39602.652024942516,14.0,0.7387,0.18194,0.1717,-0.0691,0.4136,1.0
naca2412,39602.652024942516,15.0,0.7705,0.19599,0.18584,-0.0725,0.373,1.0
naca2412,39602.652024942516,16.0,0.815,0.21411,0.20411,-0.0763,0.3377,1.0
naca2412,39602.652024942516,17.0,0.8447,0.22727,0.21731,-0.0811,0.3064,1.0
naca2412,39602.652024942516,18.0,0.8658,0.23619,0.22625,-0.0875,0.2788,1.0
naca2412,39602.652024942516,19.0,0.897,0.24882,0.23891,-0.094,0.2546,1.0
naca2412,39602.652024942516,21.0,0.9663,0.27617,0.26642,-0.1076,0.2118,1.0
naca2412,39602.652024942516,22.0,0.9945,0.28551,0.27581,-0.1162,0.1924,1.0
naca2412,39602.652024942516,23.0,1.0265,0.29729,0.28767,-0.1245,0.1764,1.0
naca2412,39602.652024942516,24.0,1.0582,0.30885,0.29932,-0.1331,0.1612,1.0
naca2412,39602.652024942516,25.0,1.0894,0.32059,0.31115,-0.142,0.1494,1.0
naca2412,39602.652024942516,26.0,1.1211,0.33334,0.324,-0.1508,0.1377,1.0
naca2412,39602.652024942516,27.0,1.1579,0.35485,0.34568,-0.1576,0.1258,1.0
naca2412,39602.652024942516,28.0,1.1784,0.35314,0.34403,-0.1705,0.1163,1.0
naca2412,39602.652024942516,29.0,1.2059,0.36394,0.35495,-0.1806,0.1094,1.0
naca2412,39602.652024942516,30.0,1.2356,0.37922,0.37044,-0.1889,0.1001,1.0
naca2412,40529.80563594085,-19.0,-0.4249,0.20192,0.19269,0.0029,1.0,0.186
naca2412,40529.80563594085,-18.0,-0.4059,0.1924,0.18311,-0.0007,1.0,0.2041
naca2412,40529.80563594085,-17.0,-0.3884,0.18349,0.17415,-0.0039,1.0,0.2233
naca2412,40529.80563594085,-16.0,-0.3831,0.17878,0.1694,-0.0068,1.0,0.2456
naca2412,40529.80563594085,-15.0,-0.3567,0.16636,0.15697,-0.009,1.0,0.2697
naca2412,40529.80563594085,-11.0,-0.297,0.12932,0.11993,-0.0107,1.0,0.4234
naca2412,40529.80563594085,-7.0,-0.2692,0.08339,0.0734,0.0061,1.0,0.7291
naca2412,40529.80563594085,-5.0,-0.4903,0.04457,0.03431,-0.0228,1.0,0.3074
naca2412,40529.80563594085,-4.0,-0.4182,0.03554,0.0246,-0.0191,1.0,0.3863
naca2412,40529.80563594085,-1.0,-0.115,0.0261,0.0143,-0.0163,1.0,1.0
naca2412,40529.80563594085,0.0,-0.0555,0.02786,0.0152,-0.0138,1.0,1.0
naca2412,40529.80563594085,1.0,0.0082,0.0307,0.01749,-0.0131,1.0,1.0
naca2412,40529.80563594085,2.0,0.0717,0.03454,0.021,-0.0137,1.0,1.0
naca2412,40529.80563594085,3.0,0.1389,0.03952,0.02585,-0.0163,0.9971,1.0
naca2412,40529.80563594085,4.0,0.3125,0.04843,0.03495,-0.038,0.9149,1.0
naca2412,40529.80563594085,5.0,0.4363,0.05628,0.04318,-0.0482,0.8345,1.0
naca2412,40529.80563594085,6.0,0.5561,0.06424,0.05171,-0.0546,0.7457,1.0
naca2412,40529.80563594085,7.0,0.6288,0.07261,0.06065,-0.0537,0.6533,1.0
naca2412,40529.80563594085,8.0,0.7132,0.08059,0.06933,-0.0501,0.5444,1.0
naca2412,40529.80563594085,11.0,0.7235,0.13042,0.11988,-0.0513,0.3968,1.0
naca2412,40529.80563594085,13.0,0.7094,0.16718,0.15682,-0.0662,0.4548,1.0
naca2412,40529.80563594085,14.0,0.7387,0.18194,0.1717,-0.0691,0.4136,1.0
naca2412,40529.80563594085,15.0,0.7705,0.19599,0.18584,-0.0725,0.373,1.0
naca2412,40529.80563594085,16.0,0.815,0.21411,0.20411,-0.0763,0.3377,1.0
naca2412,40529.80563594085,17.0,0.8447,0.22727,0.21731,-0.0811,0.3064,1.0
naca2412,40529.80563594085,18.0,0.8658,0.23619,0.22625,-0.0875,0.2788,1.0
naca2412,40529.80563594085,19.0,0.897,0.24882,0.23891,-0.094,0.2546,1.0
naca2412,40529.80563594085,21.0,0.9663,0.27617,0.26642,-0.1076,0.2118,1.0
naca2412,40529.80563594085,22.0,0.9945,0.28551,0.27581,-0.1162,0.1924,1.0
naca2412,40529.80563594085,23.0,1.0265,0.29729,0.28767,-0.1245,0.1764,1.0
naca2412,40529.80563594085,24.0,1.0582,0.30885,0.29932,-0.1331,0.1612,1.0
naca2412,40529.80563594085,25.0,1.0894,0.32059,0.31115,-0.142,0.1494,1.0
naca2412,40529.80563594085,26.0,1.1211,0.33334,0.324,-0.1508,0.1377,1.0
naca2412,40529.80563594085,27.0,1.1579,0.35485,0.34568,-0.1576,0.1258,1.0
naca2412,40529.80563594085,28.0,1.1784,0.35314,0.34403,-0.1705,0.1163,1.0
naca2412,40529.80563594085,29.0,1.2059,0.36394,0.35495,-0.1806,0.1094,1.0
naca2412,40529.80563594085,30.0,1.2356,0.37922,0.37044,-0.1889,0.1001,1.0
naca2412,41478.665212939704,-19.0,-0.4249,0.20192,0.19269,0.0029,1.0,0.186
naca2412,41478.665212939704,-18.0,-0.4059,0.1924,0.18311,-0.0007,1.0,0.2041
naca2412,41478.665212939704,-17.0,-0.3884,0.18349,0.17415,-0.0039,1.0,0.2233
naca2412,41478.665212939704,-16.0,-0.3831,0.17878,0.1694,-0.0068,1.0,0.2456
naca2412,41478.665212939704,-15.0,-0.3567,0.16636,0.15697,-0.009,1.0,0.2697
naca2412,41478.665212939704,-11.0,-0.297,0.12932,0.11993,-0.0107,1.0,0.4234
naca2412,41478.665212939704,-7.0,-0.2692,0.08339,0.0734,0.0061,1.0,0.7291
naca2412,41478.665212939704,-5.0,-0.4903,0.04457,0.03431,-0.0228,1.0,0.3074
naca2412,41478.665212939704,-4.0,-0.4182,0.03554,0.0246,-0.0191,1.0,0.3863
naca2412,41478.665212939704,-1.0,-0.115,0.0261,0.0143,-0.0163,1.0,1.0
naca2412,41478.665212939704,0.0,-0.0555,0.02786,0.0152,-0.0138,1.0,1.0
naca2412,41478.665212939704,1.0,0.0082,0.0307,0.01749,-0.0131,1.0,1.0
naca2412,41478.665212939704,2.0,0.0717,0.03454,0.021,-0.0137,1.0,1.0
naca2412,41478.665212939704,3.0,0.1389,0.03952,0.02585,-0.0163,0.9971,1.0
naca2412,41478.665212939704,4.0,0.3125,0.04843,0.03495,-0.038,0.9149,1.0
naca2412,41478.665212939704,5.0,0.4363,0.05628,0.04318,-0.0482,0.8345,1.0
naca2412,41478.665212939704,6.0,0.5561,0.06424,0.05171,-0.0546,0.7457,1.0
naca2412,41478.665212939704,7.0,0.6288,0.07261,0.06065,-0.0537,0.6533,1.0
naca2412,41478.665212939704,8.0,0.7132,0.08059,0.06933,-0.0501,0.5444,1.0
naca2412,41478.665212939704,11.0,0.7235,0.13042,0.11988,-0.0513,0.3968,1.0
naca2412,41478.665212939704,13.0,0.7094,0.16718,0.15682,-0.0662,0.4548,1.0
naca2412,41478.665212939704,14.0,0.7387,0.18194,0.1717,-0.0691,0.4136,1.0
naca2412,41478.665212939704,15.0,0.7705,0.19599,0.18584,-0.0725,0.373,1.0
naca2412,41478.665212939704,16.0,0.815,0.21411,0.20411,-0.0763,0.3377,1.0
naca2412,41478.665212939704,17.0,0.8447,0.22727,0.21731,-0.0811,0.3064,1.0
naca2412,41478.665212939704,18.0,0.8658,0.23619,0.22625,-0.0875,0.2788,1.0
naca2412,41478.665212939704,19.0,0.897,0.24882,0.23891,-0.094,0.2546,1.0
naca2412,41478.665212939704,21.0,0.9663,0.27617,0.26642,-0.1076,0.2118,1.0
naca2412,41478.665212939704,22.0,0.9945,0.28551,0.27581,-0.1162,0.1924,1.0
naca2412,41478.665212939704,23.0,1.0265,0.29729,0.28767,-0.1245,0.1764,1.0
naca2412,41478.665212939704,24.0,1.0582,0.30885,0.29932,-0.1331,0.1612,1.0
naca2412,41478.665212939704,25.0,1.0894,0.32059,0.31115,-0.142,0.1494,1.0
naca2412,41478.665212939704,26.0,1.1211,0.33334,0.324,-0.1508,0.1377,1.0
naca2412,41478.665212939704,27.0,1.1579,0.35485,0.34568,-0.1576,0.1258,1.0
naca2412,41478.665212939704,28.0,1.1784,0.35314,0.34403,-0.1705,0.1163,1.0
naca2412,41478.665212939704,29.0,1.2059,0.36394,0.35495,-0.1806,0.1094,1.0
naca2412,41478.665212939704,30.0,1.2356,0.37922,0.37044,-0.1889,0.1001,1.0
naca2412,42449.738923037294,-19.0,-0.4249,0.20192,0.19269,0.0029,1.0,0.186
naca2412,42449.738923037294,-18.0,-0.4059,0.1924,0.18311,-0.0007,1.0,0.2041
naca2412,42449.738923037294,-17.0,-0.3884,0.18349,0.17415,-0.0039,1.0,0.2233
naca2412,42449.738923037294,-16.0,-0.3831,0.17878,0.1694,-0.0068,1.0,0.2456
naca2412,42449.738923037294,-15.0,-0.3567,0.16636,0.15697,-0.009,1.0,0.2697
naca2412,42449.738923037294,-11.0,-0.297,0.12932,0.11993,-0.0107,1.0,0.4234
naca2412,42449.738923037294,-7.0,-0.2692,0.08339,0.0734,0.0061,1.0,0.7291
naca2412,42449.738923037294,-5.0,-0.4903,0.04457,0.03431,-0.0228,1.0,0.3074
naca2412,42449.738923037294,-4.0,-0.4182,0.03554,0.0246,-0.0191,1.0,0.3863
naca2412,42449.738923037294,-1.0,-0.115,0.0261,0.0143,-0.0163,1.0,1.0
naca2412,42449.738923037294,0.0,-0.0555,0.02786,0.0152,-0.0138,1.0,1.0
naca2412,42449.738923037294,1.0,0.0082,0.0307,0.01749,-0.0131,1.0,1.0
naca2412,42449.738923037294,2.0,0.0717,0.03454,0.021,-0.0137,1.0,1.0
naca2412,42449.738923037294,3.0,0.1389,0.03952,0.02585,-0.0163,0.9971,1.0
naca2412,42449.738923037294,4.0,0.3125,0.04843,0.03495,-0.038,0.9149,1.0
naca2412,42449.738923037294,5.0,0.4363,0.05628,0.04318,-0.0482,0.8345,1.0
naca2412,42449.738923037294,6.0,0.5561,0.06424,0.05171,-0.0546,0.7457,1.0
naca2412,42449.738923037294,7.0,0.6288,0.07261,0.06065,-0.0537,0.6533,1.0
naca2412,42449.738923037294,8.0,0.7132,0.08059,0.06933,-0.0501,0.5444,1.0
naca2412,42449.738923037294,11.0,0.7235,0.13042,0.11988,-0.0513,0.3968,1.0
naca2412,42449.738923037294,13.0,0.7094,0.16718,0.15682,-0.0662,0.4548,1.0
naca2412,42449.738923037294,14.0,0.7387,0.18194,0.1717,-0.0691,0.4136,1.0
naca2412,42449.738923037294,15.0,0.7705,0.19599,0.18584,-0.0725,0.373,1.0
naca2412,42449.738923037294,16.0,0.815,0.21411,0.20411,-0.0763,0.3377,1.0
naca2412,42449.738923037294,17.0,0.8447,0.22727,0.21731,-0.0811,0.3064,1.0
naca2412,42449.738923037294,18.0,0.8658,0.23619,0.22625,-0.0875,0.2788,1.0
naca2412,42449.738923037294,19.0,0.897,0.24882,0.23891,-0.094,0.2546,1.0
naca2412,42449.738923037294,21.0,0.9663,0.27617,0.26642,-0.1076,0.2118,1.0
naca2412,42449.738923037294,22.0,0.9945,0.28551,0.27581,-0.1162,0.1924,1.0
naca2412,42449.738923037294,23.0,1.0265,0.29729,0.28767,-0.1245,0.1764,1.0
naca2412,42449.738923037294,24.0,1.0582,0.30885,0.29932,-0.1331,0.1612,1.0
naca2412,42449.738923037294,25.0,1.0894,0.32059,0.31115,-0.142,0.1494,1.0
naca2412,42449.738923037294,26.0,1.1211,0.33334,0.324,-0.1508,0.1377,1.0
naca2412,42449.738923037294,27.0,1.1579,0.35485,0.34568,-0.1576,0.1258,1.0
naca2412,42449.738923037294,28.0,1.1784,0.35314,0.34403,-0.1705,0.1163,1.0
naca2412,42449.738923037294,29.0,1.2059,0.36394,0.35495,-0.1806,0.1094,1.0
naca2412,42449.738923037294,30.0,1.2356,0.37922,0.37044,-0.1889,0.1001,1.0
